amount,graph_hops,screen_share,new_beneficiary,beneficiary_age_days,device_change,velocity_1h,velocity_24h,odd_hour,sender_age_days,amount_to_avg_ratio,prior_fraud_reports,is_fraud
18438.80682784656,0,0,0,149.95386231919122,0,3,3,1,13.305461767350572,0.755003681038115,0,0
3189.1920201203475,1,0,1,347.4150143658467,0,0,5,0,2578.0014895372797,0.23476974746174661,0,0
6850.740356915199,1,0,0,28.416841720505985,0,0,6,0,43.585009154812894,0.7435052788708926,0,0
3134.7298741910963,3,0,0,31.496619381465173,0,0,5,0,631.9751998794745,2.0015317538792656,0,0
5954.1081923500415,0,0,0,65.36952268440149,1,1,4,0,29.467696145113173,3.2862657634135672,0,0
20540.318440787047,5,0,1,125.936183071758,0,1,3,0,1574.9649609053097,4.039198175907184,0,0
1385.9415375029887,0,0,0,67.1197564446197,0,1,3,0,279.8259779221309,0.6569607536826293,0,0
13412.820311259393,3,0,0,125.03833870860248,0,1,5,1,685.2633849001595,2.1787005703626092,0,0
10910.095420370291,4,0,0,638.3490975510322,0,2,7,0,288.283575670638,0.6310774091227802,0,0
4554.923382368254,1,0,0,370.75451683939866,0,1,3,1,72.28969173528182,0.30763953916250597,0,0
1862.1009930261937,6,0,0,251.21104865088523,0,2,4,0,651.8373795257512,1.1616196491223154,0,0
9168.760852933663,0,0,0,120.18493995647462,0,1,7,0,1021.0989221952451,1.0018692198282728,0,1
4874.896234435507,2,0,0,130.8500725864847,0,0,7,1,1144.6495733612057,0.9118002726641073,0,0
10852.290735724699,0,0,0,19.43328945280921,0,0,1,0,2874.133615359059,1.0039349647888,0,0
8697.285072226765,0,1,0,35.463755636229955,0,0,9,1,77.50779200660197,5.730614091812104,0,1
45692.49217455568,1,0,0,77.73722566358522,0,2,6,0,81.55983490388225,0.9543384681435152,0,0
6611.051739859571,4,0,0,167.81791070068104,0,0,3,0,1104.5525804490474,0.9812542666475325,0,0
2901.981548508041,5,0,0,19.486253916075935,0,0,5,0,121.21778992226766,0.8197779052897102,0,0
10260.541131366454,1,0,0,16.352174829799907,0,1,2,1,3213.8397226584816,2.76810453935498,0,0
10708.766249153763,3,0,0,248.5144920583752,0,2,3,0,1096.4775763691985,0.2995379789815424,0,0
35417.750375245014,3,0,0,90.38133878034483,0,2,1,1,484.5145134251274,0.6605846579916944,0,1
20428.540591706675,3,0,0,405.6052848757271,0,3,5,0,133.81222525613347,2.2777838837741142,0,0
12363.898013906612,0,0,0,244.90819611174808,0,3,5,0,1314.9057359471196,0.8324226172948789,0,1
39509.2254082553,1,0,0,182.61524978504534,0,1,7,1,519.4036632841861,0.6390891672852916,0,0
2439.6752994578032,1,0,0,346.30847316331256,1,2,4,0,1052.0274666366336,0.5414453906805384,0,1
4341.965188818593,3,0,1,48.786374358967215,0,0,4,0,106.95190887973843,0.6658524444026007,0,0
3212.859739182697,1,0,0,111.80252715120578,0,2,3,1,1048.77637912742,0.4091017017029789,0,1
5644.975571773106,3,0,1,191.83518432720513,0,1,4,0,688.415847847138,0.7055440827600696,0,0
2002.79901279708,5,0,0,87.30470049053396,0,0,2,0,1998.9602541495092,3.1439669819548617,0,0
16559.743465964355,1,0,0,901.0164246586853,0,1,2,0,1461.8458165439936,2.273853968058927,1,0
6731.057957619149,3,0,1,106.32675227743927,0,0,2,0,263.61388982088755,3.162667891276754,0,0
1814.3359885840368,1,0,1,0.7769062344977189,0,0,5,0,31.160019190708383,0.4310354576016462,0,1
2926.2101693422924,1,0,0,120.51979229153406,0,1,2,0,527.8560045372424,0.20227692978940812,0,0
11813.650717565877,1,0,1,58.70791623496614,0,2,5,0,4134.359002204388,0.9104504775214141,0,1
20493.32164769137,5,0,0,311.2614595924057,0,1,2,0,1177.857998996002,1.1681169650965197,0,0
69174.59007705837,3,0,0,129.46418032946946,0,1,4,0,334.1907714374553,0.7416857761098532,0,0
181203.6891237036,2,0,1,1309.069004043832,0,1,5,0,48.50826940805654,0.2984557904631886,0,1
13133.892047727788,0,0,0,514.801869118002,0,2,2,0,884.0396158913021,0.7496801737328449,0,0
3007.3254756168194,1,0,0,113.9799321027155,0,0,8,1,1901.739113464668,1.7861522480932994,0,0
906.1209968296831,4,0,1,3.244621755963625,0,1,7,1,665.7105254961288,0.7757677973363875,0,0
11258.948097664288,5,0,0,856.2379197802969,0,0,8,0,301.2390508859998,0.9904319610734182,0,0
3620.0144350783353,6,0,0,76.38540101264275,0,2,7,0,1955.4440268659898,2.361629260185011,0,0
5495.563005063961,2,0,0,122.63559433865883,0,2,8,0,1943.6489837924637,1.1469066228302947,0,0
4469.893239160188,2,0,0,167.8630102467814,0,1,3,1,96.5365067265394,2.702412658346231,0,0
7331.907637776504,0,0,0,571.9678771683703,0,0,6,0,810.6381267629251,2.1220552114820057,0,0
26032.49084701064,2,0,0,410.3021198435616,0,1,5,0,1615.6746433437472,2.5577689819545832,0,0
10023.849056938925,0,0,0,366.9367714986654,0,1,7,1,1170.365590652727,1.0983295483812447,0,0
7195.81483863319,4,0,0,734.6990492707405,1,1,4,1,5000.0,2.90203882250856,0,0
2865.1758386467714,0,1,0,96.47944533925623,0,0,4,0,244.17554941719325,0.4118722701989417,0,0
1464.697990747262,5,0,0,504.2360122056705,0,1,4,0,909.567456106114,0.5815059404239371,0,0
5101.031932505245,1,0,0,288.09228785396004,0,1,5,1,4834.353880392992,3.21013286247957,0,0
8033.292631015006,0,0,0,11.780039360254323,0,1,8,0,1252.867849834591,0.24679891713150798,0,0
54401.54600976071,1,0,0,279.6773808067567,0,3,4,1,592.7368152728491,5.792791058336906,0,0
9745.975309724288,2,0,1,198.74204139069943,1,1,6,0,1425.611175620799,1.024293682832658,0,1
23853.778920101166,3,0,0,141.99760234993522,0,1,2,0,672.4750798893481,1.0862256299843396,0,0
5031.940953006775,2,0,0,281.33861952338185,0,1,6,0,351.2279595845576,0.9739593152547319,0,0
2449.4786567713168,1,0,0,190.11853345140668,0,3,7,0,3628.7462586714637,1.475613620405936,0,1
3085.4378104405446,0,0,1,223.20312378596327,0,0,3,0,2872.005263293895,0.3155972713830827,0,0
3969.2564927387302,4,0,1,414.8202010984094,0,0,5,0,1423.0872060741494,0.4513026042074539,0,0
79436.61297433222,6,0,0,22.56100394302516,0,1,6,0,706.0441039084149,1.0618823611811596,0,0
3588.0545599522707,3,0,0,53.67536935658589,0,0,7,0,151.4186749247128,0.255491042687126,0,0
20501.126327079604,0,0,0,159.4720712726667,0,3,5,0,324.7047514942427,0.7165043495671845,0,0
3293.637662634542,2,0,0,172.95447455897693,0,1,9,0,444.32436072307627,0.38743534338724234,0,0
22606.055819836933,0,0,0,193.78746053819268,0,1,5,1,817.3403465221855,0.42877414335211406,0,0
12733.861153201547,6,0,0,92.64017633129245,0,1,7,0,700.5407673739445,1.1282911879354032,0,0
7210.918754269633,0,0,0,188.7042648410523,0,2,2,0,1423.6911716975042,0.7513041036270366,0,0
8143.870114382366,0,0,1,417.64260071302266,0,1,4,1,741.4580097079449,1.9089412214204704,0,0
4273.952671689045,0,0,0,66.97558809487559,0,1,10,0,1350.9058287339392,1.2297478023971218,0,0
13577.879688224028,2,0,0,87.94933125621343,0,0,9,0,1132.0482352810745,1.5879366226163416,0,0
5271.597824679217,2,0,0,226.48729901405144,1,1,7,0,2931.9344240789374,1.5244218006255756,0,0
2347.0990329839724,2,0,0,47.57178113075337,0,1,3,0,51.39827946371737,1.4388117848533557,1,0
2221.6090051632555,0,0,0,346.10452813294285,0,0,7,1,357.9514978853236,0.3734602555711909,0,0
10188.742935917586,4,0,1,74.54490257457452,1,3,6,0,87.98156129001588,0.4963340482658642,0,0
44616.86750587484,1,0,0,341.41394188937994,0,1,6,0,185.97572367562344,2.76353872220546,0,1
10054.872649442948,0,0,0,78.93682564692268,0,1,1,0,3.2566070165284624,1.6327269496163725,0,0
7504.4480725417225,2,0,0,141.2336976491055,0,0,4,0,293.0379425457377,1.34965715184999,0,1
11475.147502116517,1,0,0,108.38113584148087,0,3,4,0,497.2119756237879,1.8463437406917458,0,0
33494.05606820414,1,0,0,1.5389173477068443,0,1,3,0,103.10713971331431,1.5466074383091235,0,0
10701.862480603171,0,0,0,262.0723077871761,0,0,3,0,194.7672977602128,1.8525041666849935,0,0
5521.18533103893,2,0,1,24.88721580264978,0,0,6,1,393.8820528296364,0.5504944654864431,0,0
27157.936091395753,0,0,0,441.7938457437992,0,0,4,0,384.6895347165747,1.1634768214559739,0,0
13333.243446104854,1,0,0,631.9705280916912,0,0,3,0,2769.049259332532,0.3218193604733698,0,0
42632.20506457332,1,0,1,98.56286829449229,0,0,3,0,38.262573329041246,2.300455072373798,0,0
10303.280323884626,2,0,0,260.97170729400045,0,2,2,0,768.9710962674598,1.3000128850722588,0,0
2349.9021293172154,0,0,1,110.84804943819198,0,0,7,1,681.4917813157799,2.167227318812185,0,1
2020.8111784382088,0,1,0,126.36488622541201,0,2,4,0,1040.7180514590657,1.6930040385660847,0,1
48112.426567353075,0,0,0,143.00895076331378,1,2,5,1,1142.2578016821533,1.5061447963997217,0,1
51930.9613610765,1,0,0,236.32443666046228,0,0,5,1,988.5126542250173,0.4823758672124026,0,0
7039.738253298296,0,0,0,18.143311148269234,0,4,5,0,85.85658434507035,1.0377854989960924,0,0
5684.365300072164,2,0,1,170.5395828795939,0,2,2,0,790.2635997361838,0.6526559984388735,0,0
39432.19719785522,0,0,0,367.8163338176419,0,2,3,0,150.881150905578,2.5848896181331926,0,0
2658.2504939070172,1,0,0,68.16212168867696,1,0,3,0,2205.1019216595355,1.9317187062875227,1,1
3322.1188712646904,1,0,0,227.20726761414713,0,3,4,0,930.3012937383731,2.010216145035266,0,0
16702.514850237327,0,0,1,107.41828981744027,0,0,5,0,210.91956908206302,1.9839151180226469,0,0
5616.624072069506,2,0,0,161.785143724333,0,0,7,0,634.218448990284,0.887235507597902,0,0
8454.410039896642,2,0,0,167.08319694906857,0,1,8,0,262.7145673625523,1.168686561056098,0,1
7159.578568165579,2,0,0,34.80780094873575,0,0,4,0,627.7222149711513,1.3723103634647782,0,0
12115.909694580609,1,0,1,71.54943729541245,0,1,8,1,337.51722572867953,0.8698371406194454,0,1
37260.06530574236,0,0,0,67.07163182893139,0,2,1,0,276.090738319566,0.6589723650192671,0,1
9348.167321971021,0,0,0,50.73123707529332,0,1,8,1,2059.962911778526,1.3541115193979718,0,0
16713.251310761003,1,0,0,7.365167950036652,0,1,4,0,884.186439936586,0.908130760730594,0,0
987.464687256703,4,0,0,325.06549868313965,0,2,4,1,22.895642049893137,0.9803318367342997,0,0
8076.122279795614,0,0,0,324.91733541929284,0,3,3,0,197.43282725710978,1.0663125512444362,0,0
3506.6963368647266,0,0,0,223.204731569952,0,2,5,0,389.0461445830649,0.7366544951464021,1,0
2363.8991787499936,2,0,0,83.21543453508049,0,1,4,0,1832.3762994932313,0.9531343934489496,1,1
3380.4410130629863,1,0,1,93.45821716104234,0,4,5,0,476.63243592084103,1.3122862486050006,0,0
5984.881568498418,4,0,0,377.5732914768616,0,3,10,0,1035.8246533984866,2.7569660899627535,0,0
22237.13931018892,0,0,0,143.44229823581563,0,1,3,0,1360.485121984517,1.4755546849974142,0,0
2111.4054374875486,4,0,0,102.8933722601238,0,2,5,0,126.21552376228357,1.349491147394644,0,0
8777.830054775555,2,0,1,165.53844914968425,0,0,2,0,119.78295148905669,5.444413010758889,0,1
5112.498656062445,3,0,0,50.385206949901374,0,2,5,0,197.88660745394054,1.1610367390903211,0,0
6025.553934075538,0,0,0,686.3376323512974,1,2,2,1,1233.3848131420054,1.8739399668895322,0,1
24360.473495388313,0,0,0,162.98919262077249,1,2,6,0,146.44127063180014,0.579020033325365,0,1
14955.623341405595,0,0,0,89.97402754269099,0,3,10,0,215.20698501411215,2.8765917764925084,0,1
34616.6290957351,3,0,0,169.76174467174638,0,1,5,0,136.67344140934213,0.6304816711993546,0,0
7227.080856005674,0,0,0,12.373816770792331,0,0,3,0,301.9294522460017,1.3307257166625654,2,0
4093.197384493393,0,0,0,63.75425108610392,1,3,5,0,220.82868641524294,0.8546764428286082,0,1
6719.504426584731,0,0,1,104.33742943594727,0,3,3,0,2778.2828175316727,0.4961012816025385,0,1
10964.774259960803,4,0,0,614.0806033843328,0,0,5,0,731.0317105295371,0.8646249670301868,0,0
10231.469234866241,0,0,0,71.19621227260075,1,0,4,0,156.72561895133043,0.8695608123533978,0,0
2722.2498459402636,1,0,0,166.15087141901725,0,0,6,0,941.5019508281019,1.251042153172945,0,0
9347.233659274094,2,0,0,378.5929393844432,0,1,6,0,1042.1793678831039,1.850780098471997,0,0
10801.725718789588,4,0,1,226.2731695434337,1,0,2,0,612.5765309248503,0.9284853862449866,0,0
119511.65558685546,3,1,0,75.81461611512404,0,1,2,0,2187.766564316259,1.2918330410920205,0,1
60992.62805678279,1,0,0,436.29196248973284,0,0,3,0,2129.1098999903547,1.8096456319687635,0,0
3470.02099859761,0,0,0,46.87682017261149,1,0,3,0,636.142035991742,0.5620301017955293,0,0
6285.928940278573,0,0,0,81.6562156717341,0,0,4,0,1278.5022696119145,0.42098515873938513,0,0
1828.4197360242667,0,0,0,46.429536336049786,0,1,3,1,286.4729286237668,1.668742701788524,0,0
4571.419634706784,0,0,0,13.686524001648165,0,1,4,0,1257.429866529372,0.7025223336641852,0,0
11839.618613816265,0,0,0,63.18641966902943,0,2,6,0,4109.771000289326,0.33760074888398517,1,1
30150.830410445655,1,0,0,88.49502206800102,0,0,3,0,883.4568910094622,2.255147703307761,0,0
3953.2108964004033,0,0,0,23.29853077254082,0,3,7,0,52.57392689372906,1.1728073553599674,0,0
4276.83137053957,2,0,0,64.14977708192306,0,0,4,1,1269.6033593293298,1.604141365269721,0,0
891.7340708243456,0,0,1,368.3912869086884,0,2,4,0,543.7104087806197,0.4269047566618383,0,0
7165.421928061773,6,0,0,227.3695892766231,0,2,8,0,739.2698529780948,0.8403042705810752,0,0
2785.7887057543558,3,0,0,334.16811091247973,0,1,8,0,929.3409602094413,1.7308004807247057,0,0
4875.168971949702,0,0,0,375.02853866315763,0,1,9,1,175.36982120443128,0.30455843084357775,0,0
3385.0285697103473,0,0,0,56.155383556000565,0,0,4,0,1132.5806099873137,0.514058414874645,0,0
7699.000240479614,6,0,0,92.27507922414274,1,1,4,0,89.45143485114772,1.4807825728159076,0,0
1342.3896579768018,5,0,1,43.786152964806845,0,2,7,0,333.9779798565688,2.247923885334204,0,0
1821.515151972609,0,0,0,301.5106214686566,0,3,2,0,1222.2640192334165,2.062482931561431,0,0
79501.47946628898,0,0,0,293.70046555377945,0,2,3,0,335.79991459998126,0.5035279095475408,0,0
2199.5932417548156,6,0,1,13.67570655755899,0,4,1,0,608.3226085880485,0.678362094027258,0,0
2687.0429291595883,2,0,0,19.535173488971715,0,1,6,0,216.64704775959117,0.6185859212866318,0,0
58488.2201049495,2,0,0,8.038929425711656,1,3,2,0,389.01657183626253,0.25687487635172196,0,1
179537.96526139777,0,0,1,159.178508911474,0,1,4,0,1244.9913604765018,2.3963928119174986,0,1
2484.126784505001,3,0,0,554.4563486043913,0,1,2,0,2062.17422562753,0.6944354964834966,0,0
5774.2291031697305,1,0,0,492.5490382281279,0,3,6,1,213.5710790439833,3.354971213904774,2,0
12166.660827440292,1,0,0,179.6624556509135,0,1,7,0,644.3203161930646,1.3801809029148602,0,0
52206.06574358975,2,0,0,248.11806445273908,0,0,5,0,100.39154946843216,1.778434317129406,1,1
3015.803305912916,0,0,0,216.69446375559076,0,2,4,1,486.31960893969307,0.5986252334462202,0,0
6570.069594805328,1,0,1,190.76890113765396,0,1,3,0,5000.0,0.5583298677144835,2,1
19226.136288165286,2,0,0,26.3621911229101,0,5,5,1,1921.9067139997173,0.33556850496616264,0,1
13417.64379098409,1,0,0,340.42474273443,0,3,2,0,116.91031766652102,0.6589636190116248,0,0
5726.487200422299,6,0,0,57.18910972793836,1,2,6,1,471.0989360571575,1.6642694003048812,0,0
7385.7469180535145,1,0,1,73.42179690993333,0,2,4,0,376.5216283352702,1.0173004944101607,1,0
2006.567527853085,0,0,1,211.15133692412667,0,2,3,0,915.077318141564,0.3940367546790035,0,1
6619.261000166452,0,0,0,446.7237621774457,0,3,5,0,4242.771617962922,1.2085952033065668,0,1
6426.045228231274,1,0,0,102.8778856498799,0,1,3,0,181.50042600395165,0.9802796167639205,0,0
10846.522780958914,0,0,0,423.25215555443583,0,3,4,0,410.48755512871503,0.6232207491372361,0,0
4744.43609820515,1,0,0,684.4364025725575,0,1,4,0,1851.1896995930188,0.4937282714014439,0,0
13945.844968337615,0,0,0,183.54505496472424,0,0,2,0,2224.07343429047,0.8317441360428971,0,1
24616.520244653268,0,0,1,74.97836511956086,1,0,4,0,850.5921119979317,1.2585391262392371,0,1
10006.820970765963,0,0,0,64.17824254794593,0,1,4,1,24.80083934574772,2.261899265721689,0,0
12297.677117594265,1,0,0,684.4671615331713,0,0,6,0,863.0795639277442,1.2521759811596935,0,0
8987.900450631289,0,0,1,667.1999307019813,0,0,6,0,4586.710281921696,1.4970889975000417,0,0
8500.753241713797,1,0,0,155.99920858667213,0,4,6,0,4231.372921259083,1.3539925679737927,0,1
